Order,County_Name,Country,Latitude,Longitude
1,Abitibi,Canada,48.71772409976234,-77.9142732
2,Abitibi-Ouest,Canada,48.7751076997481,-79.0906094
3,Acton,Canada,45.62006480039728,-72.5202299
4,Alberni-Clayoquot,Canada,49.19777339964351,-125.43639379999998
5,Albert,Canada,45.78251810037488,-64.87984679999998
6,Algoma,Canada,47.81341269998179,-84.65565169999999
7,Annapolis,Canada,44.70649320049359,-65.2498142
8,Antigonish,Canada,45.70355890038595,-61.8626826
9,Antoine-Labelle,Canada,46.87754510018607,-75.1714922
10,Argenteuil,Canada,45.6945241003872,-74.4707874
11,Argyle,Canada,49.12167039966225,-101.4866484
12,Arthabaska,Canada,45.99658320034304,-71.9875776
13,Athabasca,Canada,54.77406289935524,-112.92564349999999
14,Auvergne,Canada,49.652209799533246,-107.443137
15,Avignon,Canada,48.106227499912244,-66.7480815
16,Barrhead,Canada,54.16886749921499,-114.4747952
17,Beauce-Sartigan,Canada,45.97573230034626,-70.6536964
18,Beauharnois-Salaberry,Canada,45.260542000441276,-73.92763139999998
19,Beaver,Canada,53.22108149909777,-112.16178749999999
20,Beaverlodge (town),Canada,55.208746299487,-119.42570289999999
21,Bécancour,Canada,46.3715923002811,-72.18563429999999
22,Bellechasse,Canada,46.68128850022441,-70.7482234
23,Belleville (city),Canada,44.243632800522676,-77.36075969999999
24,Betula Beach (summer village),Canada,53.54290319912375,-114.68425589999998
25,Bighorn,Canada,51.37285709919018,-115.0327255
26,Big Lakes,Canada,55.370261899542285,-115.9574591
27,Big Stick,Canada,50.18729399941046,-109.48576309999999
28,Birch Hills,Canada,55.75975409968887,-117.99945739999997
29,Blucher No. 343,Canada,52.016781699116045,-106.20715899999999
30,Bonaventure,Canada,48.30621979986374,-65.5717453
31,Bondiss (summer village),Canada,54.60065159930985,-112.69767579999998
32,Bone Creek,Canada,49.83015469949137,-108.23916039999999
33,Bonnyville,Canada,54.431631699269616,-110.5826304
34,Bonnyville (town),Canada,54.266459099234154,-110.74262280000002
35,Bow Island (town),Canada,49.87153839948176,-111.3759524
36,Brant,Canada,43.10108040053876,-80.42882169999999
37,Brazeau,Canada,53.20878079909706,-115.16089379999998
38,Breton (village),Canada,53.11268609909211,-114.47188359999998
39,Brockville (city),Canada,44.6039207005012,-75.70168290000001
40,Brome-Missisquoi,Canada,45.15959280045223,-72.7602985
41,Bruce,Canada,44.6521865004977,-81.20933740000001
42,Bulkley-Nechako,Canada,54.53161689929294,-125.60562559999997
43,Cambria,Canada,49.14396359965676,-103.40438359999999
44,Camrose,Canada,52.91043749908563,-112.7266876
45,Caniapiscau,Canada,53.36004399910731,-68.6356301
46,Canmore (town),Canada,51.056475299239786,-115.3378033
47,Cape Breton,Canada,46.01374440034036,-60.214020500000004
48,Capital,Canada,48.45581799982706,-123.47337959999999
49,Cardston,Canada,49.31264089961528,-113.1438817
50,Cardston (town),Canada,49.193069399644635,-113.30929619999999
51,Cariboo,Canada,52.355087299093775,-122.99279059999998
52,Carleton,Canada,46.39408350027713,-67.491134
53,Carmichael,Canada,49.917270699471196,-108.65469459999998
54,Castle Island (summer village),Canada,53.70816409914257,-114.34072499999999
55,Central Coast,Canada,52.12296099910772,-127.12188220000002
56,Central Kootenay,Canada,49.89606919947609,-117.44220169999998
57,Central Okanagan,Canada,49.952719299463084,-119.4424386
58,Chaplin No. 164,Canada,50.428696399358834,-106.60956199999998
59,Charlevoix,Canada,47.64934470001976,-70.7362215
60,Charlevoix-Est,Canada,47.851111199972955,-70.0790336
61,Charlotte,Canada,45.22745080044494,-66.9308031
62,Chatham-Kent (municipality),Canada,42.41833000051328,-82.0898417
63,Clear Hills,Canada,56.851866200183835,-119.10859480000002
64,Clearwater County,Canada,52.316040699095694,-115.626617
65,Clinworth,Canada,50.773472499290385,-109.1303061
66,Coaticook,Canada,45.15006990045323,-71.74600859999998
67,Cochrane,Canada,50.63089799931787,-82.1914444
68,Colchester,Canada,45.43773290042059,-63.3488873
69,Columbia-Shuswap,Canada,51.47833939917543,-117.92957670000001
70,Comox Valley,Canada,49.67098099952881,-125.03532529999997
71,Corman Park,Canada,52.260619699098726,-106.7902157
72,Cornwall (city),Canada,45.04699890046369,-74.7333845
73,Coulee,Canada,50.18729399941046,-107.443137
74,County of Barrhead,Canada,54.17230109921566,-114.54856519999998
75,Cowichan Valley,Canada,48.835965499733014,-124.1502799
76,Crowsnest Pass (municipality),Canada,49.60553739954441,-114.49713959999998
77,Cumberland,Canada,45.68349020038874,-64.1938061
78,Cypress County,Canada,50.20173369940729,-110.51502099999999
79,D'Autray,Canada,46.2275021003058,-73.2839497
80,Deer Forks No. 232,Canada,50.77980409928921,-109.871258
81,Dehcho,Canada,61.98581340156216,-122.1586383
82,Deux-Montagnes,Canada,45.5255369004096,-73.9981516
83,Digby,Canada,44.358267500516725,-65.91071369999999
84,Drayton Valley (town),Canada,53.217492399097566,-114.9790101
85,Drumheller (town),Canada,51.416932499183886,-112.6402382
86,Drummond,Canada,45.86509130036291,-72.4527106
87,Dufferin,Canada,44.04974960053091,-80.1691941
88,Dundurn,Canada,51.84538389913193,-106.5475015
89,Durham,Canada,44.0310471005316,-78.949678
90,East Kootenay,Canada,50.039753199443304,-115.58750179999998
91,Edmonton (city),Canada,53.5264342991221,-113.5089858
92,Edson (town),Canada,53.58443589912813,-116.44829350000002
93,Eeyou Istchee,Canada,51.16529559922184,-78.3004409
94,Elgin,Canada,42.726952200527826,-81.3660384
95,Enfield No. 194,Canada,50.71644959930122,-106.662132
96,Enniskillen,Canada,49.12804009966068,-102.20701469999999
97,Enterprise,Canada,50.35049589937523,-109.88627800000002
98,Essex,Canada,42.23541420050247,-82.71201059999999
99,Estevan No. 5,Canada,49.09777289966815,-103.07827
100,Excelsior,Canada,50.50040259934404,-107.43312419999998
101,Fairview,Canada,56.03344019980234,-118.3818241
102,Fairview (town),Canada,56.07394699981981,-118.3797878
103,Flagstaff,Canada,52.71177559908427,-111.8125764
104,Foothills,Canada,50.644519699315175,-114.04478799999998
105,Forty Mile,Canada,49.47085069957677,-111.11415439999999
106,Fox Creek (town),Canada,54.406185299263896,-116.80049130000002
107,Fox Valley No. 171,Canada,50.439859099356504,-109.375621
108,Fraser-Fort George,Canada,53.985990599182706,-121.51716159999998
109,Fraser Valley,Canada,49.57231779955235,-121.87589840000001
110,Frontenac,Canada,44.61029020050074,-76.6330415
111,Frontier,Canada,49.130164599660155,-108.82171779999999
112,Gananoque (town),Canada,44.33527220051798,-76.1646638
113,Gatineau (ville),Canada,45.51292180041123,-75.6306189
114,Gibbons (town),Canada,53.820509399157494,-113.3281747
115,Glen Bain,Canada,49.92693889946899,-107.0200906
116,Glen McPherson,Canada,49.400359199593886,-107.4231088
117,Gloucester,Canada,47.61384050002788,-65.2210757
118,Grande Prairie,Canada,55.299310199517585,-119.1411366
119,Grande Prairie (city),Canada,55.18102999947784,-118.8414757
120,Granum (town),Canada,49.870055799482095,-113.50914589999998
121,Grassy Creek,Canada,49.57435649955185,-108.234154
122,Gravelbourg No. 104,Canada,49.94949439946382,-106.62708499999998
123,Greenview,Canada,54.57649839930385,-118.14861559999999
124,Grey,Canada,44.49118730050878,-80.7044303
125,Grimshaw (town),Canada,56.19125559987131,-117.6092918
126,Gull Lake No. 139,Canada,50.17447019941329,-108.68473299999998
127,Guysborough,Canada,45.262856000441026,-61.74055920000001
128,Haldimand,Canada,42.945542000535134,-79.8362031
129,Haliburton,Canada,45.15253960045297,-78.51481319999999
130,Halifax County,Canada,44.8543667004815,-63.137798
131,Halton,Canada,43.504427700541875,-79.8771403
132,Hants,Canada,45.038111800464556,-63.8786323
133,Happyland,Canada,50.760806699292786,-109.52581459999999
134,Happy Valley,Canada,49.1344097996591,-105.01304100000002
135,Hastings,Canada,44.8622979004808,-77.6788417
136,High Level (town),Canada,58.51153610103497,-117.1438756
137,High Prairie (town),Canada,55.43589159956567,-116.48947919999998
138,Huron,Canada,43.64066390054081,-81.47939229999999
139,Inuvik,Canada,73.65854320386455,-118.44100950000002
140,Inverness,Canada,46.16818710031562,-61.219742499999995
141,Island Lake South (summer village),Canada,54.825449699369486,-113.5346114
142,Island Lake (summer village),Canada,54.845411599375126,-113.5579161
143,Jamésie,Canada,52.637669199084996,-74.78139869999998
144,Joliette,Canada,46.05284090033423,-73.46174829999998
145,Kamouraska,Canada,47.46809920006079,-69.7909498
146,Kananaskis,Canada,50.7010060993042,-114.8537453
147,Kapasiwin (summer village),Canada,53.54579569912405,-114.4451897
148,Kativik,Canada,58.18658550087205,-72.98095609999999
149,Kawartha Lakes (city),Canada,44.57561600050317,-78.8486034
150,Kenora,Canada,54.02459409918914,-89.1618188
151,Kent,Canada,46.542518400250394,-65.19952449999998
152,Killam (town),Canada,52.79297769908423,-111.8549407
153,Kings,Canada,45.59307800040085,-65.7634472
154,Kings,Canada,45.06053460046236,-64.5945765
155,Kings,Canada,46.27644910029753,-62.567157399999985
156,Kingston (city),Canada,44.305415100519575,-76.4283781
157,Kitimat-Stikine,Canada,55.966744199773956,-129.15258299999996
158,Kivalliq,Canada,63.5511048005259,-92.64715249999999
159,Kneehill,Canada,51.70055599914758,-113.3044239
160,Kootenay Boundary,Canada,49.36556969960237,-118.73508120000001
161,Lac La Biche,Canada,55.24678589949971,-111.83549159999998
162,Lacombe,Canada,52.44495589908997,-113.75463219999999
163,La Côte-de-Beaupré,Canada,47.49345340005513,-71.2763789
164,La Côte-de-Gaspé,Canada,49.011862699689395,-64.3624026
165,Lac Pelletier,Canada,49.920492599470464,-107.8486559
166,Lac-Saint-Jean-Est,Canada,48.39197639984275,-71.75951399999998
167,Lac Ste. Anne,Canada,53.83146139915907,-114.71649440000002
168,La Haute-Côte-Nord,Canada,49.06301139967674,-69.5598882
169,La Haute-Gaspésie,Canada,49.20437959964188,-65.958859
170,La Haute-Yamaska,Canada,45.43190400042129,-72.64026419999999
171,La Jacques-Cartier,Canada,47.29844060009818,-71.5914659
172,Lake Alma,Canada,49.08024129967247,-104.2014107
173,La Matanie,Canada,48.89362429971871,-67.2492248
174,La Matapédia,Canada,48.40791519983882,-67.1141862
175,Lambton,Canada,42.94934270053524,-82.1186567
176,La Mitis,Canada,48.39795399984127,-68.0204452
177,Lamont,Canada,53.783451499152385,-112.4478142
178,Lanark,Canada,45.047011000463684,-76.32988779999998
179,La Nouvelle-Beauce,Canada,46.48018680026176,-70.988292
180,La Rivière-du-Nord,Canada,45.84000980036659,-74.0026536
181,L'Assomption,Canada,45.828867900368195,-73.44015709999998
182,La Tuque,Canada,47.96978859994488,-73.81510449999999
183,La Vallée-de-la-Gatineau,Canada,47.08227970014423,-76.47986619999999
184,La Vallée-de-l'Or,Canada,48.21432629988612,-76.6779288
185,La Vallée-du-Richelieu,Canada,45.6116688003984,-73.21042720000001
186,Laval (ville),Canada,45.612717800398265,-73.7235731
187,Lawtonia No. 135,Canada,50.19210039940942,-107.02509699999999
188,Le Domaine-du-Roy,Canada,48.75533359975301,-73.38898870000001
189,Leduc,Canada,53.22723059909814,-113.80170980000001
190,Leeds and Grenville,Canada,44.69923360049416,-75.87579789999998
191,Le Fjord-du-Saguenay,Canada,50.2901813993881,-70.6161962
192,Le Golfe-du-Saint-Laurent,Canada,51.17901049921964,-59.69307400000001
193,Le Granit,Canada,45.65363610039278,-70.9492809
194,Le Haut-Richelieu,Canada,45.205069800447376,-73.2239325
195,Le Haut-Saint-François,Canada,45.49189050041386,-71.44742479999998
196,Le Haut-Saint-Laurent,Canada,45.0791277004605,-74.0851772
197,Lennox and Addington,Canada,44.58612520050244,-77.10600609999999
198,L'Érable,Canada,46.253444700301436,-71.68749189999998
199,Le Rocher-Percé,Canada,48.45420129982747,-63.755158599999994
200,Les Appalaches,Canada,46.0788676003301,-71.30338209999998
201,Les Basques,Canada,48.12826389990691,-69.0332332
202,Les Chenaux,Canada,46.54730360024951,-72.3896926
203,Les Collines-de-l'Outaouais,Canada,45.64419620039406,-75.8691871
204,Les Etchemins,Canada,46.37262860028091,-70.3521117
205,Les Îles-de-la-Madeleine,Canada,47.45037780006474,-61.729074700000005
206,Les Îles-de-la-Madeleine,Canada,47.45037780006474,-61.729074700000005
207,Les Jardins-de-Napierville,Canada,45.15006990045323,-73.5345198
208,Les Laurentides,Canada,46.15920610031712,-74.5788641
209,Les Maskoutains,Canada,45.68718740038822,-72.898338
210,Les Moulins,Canada,45.74690080037992,-73.6380494
211,Les Pays-d'en-Haut,Canada,45.90269220035732,-74.21271370000001
212,Lesser Slave River,Canada,55.27460149950913,-114.3357903
213,Les Sources,Canada,45.75108880037935,-71.76701459999998
214,Lethbridge County,Canada,49.8420868994886,-112.678755
215,Le Val-Saint-François,Canada,45.56546950040448,-72.09861089999998
216,L'Île-d'Orléans,Canada,46.94314240017287,-70.9342766
217,L'Islet,Canada,47.10372830013975,-70.05502529999998
218,Lloydminster (city),Canada,53.27847199910139,-110.0300919
219,London (city),Canada,42.95376540053537,-81.22915290000002
220,Lone Tree,Canada,49.13329129965938,-108.22038249999999
221,Longueuil,Canada,45.51923000041042,-73.4249885
222,Lotbinière,Canada,46.54730360024951,-71.5239451
223,Lunenburg,Canada,44.507027800507764,-64.4344556
224,Mackenzie,Canada,58.963292401246946,-116.8686471
225,Madawaska,Canada,47.47564070005911,-68.0837916
226,Magrath (town),Canada,49.416921499589854,-112.86698400000002
227,Manicouagan,Canada,50.43566919935736,-68.7676678
228,Manitoulin,Canada,45.833890600367475,-82.4634933
229,Mankota,Canada,49.25843009962857,-107.0200906
230,Manning (town),Canada,56.9268568002213,-117.62556250000002
231,Maple Creek No. 111,Canada,49.80431069949739,-109.66098499999998
232,Marguerite-D'Youville,Canada,45.74690080037992,-73.3229593
233,Maria-Chapdelaine,Canada,50.09036979943192,-72.2606662
234,Maskinongé,Canada,46.48845290026026,-73.0348785
235,Matawinie,Canada,46.861132500189335,-74.0491714
236,Mayerthorpe (town),Canada,53.95116689917708,-115.13778100000002
237,McLennan (town),Canada,55.7073619996681,-116.90574360000001
238,Medicine Hat (city),Canada,50.054128999440074,-110.71529809999998
239,Mékinac,Canada,47.02912210015528,-73.0558845
240,Memphrémagog,Canada,45.20718310044716,-72.21864369999999
241,Metro Vancouver,Canada,49.26186609962773,-122.9555509
242,Mewatha Beach (summer village),Canada,54.609045099311935,-112.7371666
243,Middlesex,Canada,43.075596200538264,-81.52030519999998
244,Milk River (town),Canada,49.15530729965394,-112.0849664
245,Minburn,Canada,53.43169409911324,-111.66193639999999
246,Minganie,Canada,50.67208719930979,-62.52588370000001
247,Miry Creek,Canada,50.79246469928683,-108.67972679999998
248,Montcalm,Canada,45.92357060035418,-73.6530537
249,Montmagny,Canada,46.85292230019098,-70.35511249999999
250,Montréal,Canada,45.495044800413474,-73.6410503
251,Morse,Canada,50.52905239933821,-107.03010349999998
252,Mountain View County,Canada,51.68782459914906,-114.250206
253,Mount Pleasant,Canada,49.12007759966262,-101.8176281
254,Mount Waddington,Canada,50.858671999274584,-126.53974799999999
255,Municipal District of Acadia No. 34,Canada,51.102526499232084,-110.21373699999998
256,Muskoka,Canada,45.13070130045525,-79.3839611
257,Mystery Lake,Canada,55.63685759964066,-97.9743516
258,Nanaimo,Canada,49.193347799644584,-124.17397139999999
259,Newell,Canada,50.57347969932926,-111.86604699999998
260,Niagara,Canada,43.063189100538,-79.3098089
261,Nicolet-Yamaska,Canada,46.14751750031901,-72.55924099999999
262,Nipissing,Canada,46.19903130031053,-78.9738324
263,Norfolk,Canada,42.79715320053044,-80.4538365
264,North Coast,Canada,53.561956199125724,-131.2374358
265,Northern Lights,Canada,57.72814810063465,-117.8123499
266,Northern Rockies,Canada,59.12458700131701,-122.8709621
267,Northern Sunrise,Canada,56.7003138001092,-116.2937303
268,North Okanagan,Canada,50.41648459936137,-118.71477079999998
269,North Slave,Canada,64.01616910005826,-111.0383559
270,Northumberland,Canada,44.10965960052862,-77.9872929
271,Northumberland,Canada,46.94617590017226,-66.0795313
272,Okanagan-Similkameen,Canada,49.46581589957801,-120.2505542
273,Old Post,Canada,49.21920519963823,-106.2240673
274,Onoway (town),Canada,53.70666549914238,-114.1882898
275,Opportunity,Canada,56.51524450002026,-113.72292419999998
276,Orillia (city),Canada,44.606613500501005,-79.4169256
277,Ottawa (city),Canada,45.2603984004413,-75.8082383
278,Oxford,Canada,43.12276330053917,-80.775072
279,Oyen (town),Canada,51.348890299193656,-110.4871975
280,Paintearth,Canada,52.185960099103355,-111.6790546
281,Papineau,Canada,45.85255300036476,-75.1414806
282,Parkland,Canada,53.50506119912001,-114.35291539999999
283,Parry Sound,Canada,45.6675279003909,-80.10552839999998
284,Peace,Canada,56.14992729985301,-117.75132440000002
285,Peace River,Canada,56.902321500208956,-122.62727799999998
286,Peace River (town),Canada,56.232540199889755,-117.31336469999998
287,Peel,Canada,43.74586500053923,-79.7962296
288,Pembroke (city),Canada,45.82097410036936,-77.1115433
289,Perth,Canada,43.493599100541914,-81.01641109999998
290,Peterborough,Canada,44.561910500504126,-78.15374919999998
291,Piapot,Canada,50.01388039944914,-109.07523279999998
292,Pictou,Canada,45.58553730040186,-62.7283219
293,Pierre-De Saurel,Canada,45.98303100034513,-73.003368
294,Pincher Creek,Canada,49.4761992995755,-114.03748729999998
295,Pincher Creek (town),Canada,49.48963139957227,-113.9471472
296,Pitville,Canada,50.43667049935714,-108.80488769999998
297,Ponoka,Canada,52.71799749908424,-113.9112662
298,Pontiac,Canada,46.589603400241685,-77.2781003
299,Portneuf,Canada,46.99433790016242,-72.0055843
300,Prescott and Russell,Canada,45.51346450041115,-74.9065979
301,Prescott (town),Canada,44.71841320049268,-75.5191675
302,Prince,Canada,46.58556480024243,-63.95784759999999
303,Prince Edward,Canada,44.03182700053156,-77.246933
304,Provost,Canada,52.41373829909117,-110.639576
305,Provost (town),Canada,52.35487389909377,-110.25763030000002
306,qathet,Canada,50.15264909941809,-124.3939674
307,Qikiqtaaluk,Canada,76.90531189787345,-93.50255879999999
308,Queens,Canada,45.88387580036014,-65.98614279999998
309,Queens,Canada,46.31728560029053,-63.19992139999999
310,Queens,Canada,44.162764100526395,-64.9498882
311,Quinte West (city),Canada,44.19121100052513,-77.56667909999999
312,Rainbow Lake (town),Canada,58.50250500103049,-119.40027969999997
313,Rainy River,Canada,48.820853299736754,-92.6997993
314,Ranchland,Canada,50.03506889944435,-114.3466349
315,Raymond (town),Canada,49.46069689957925,-112.6558579
316,Red Deer (city),Canada,52.280838399097576,-113.7974276
317,Red Deer County,Canada,52.10402239910912,-113.767473
318,Regina (city),Canada,50.45584909935318,-104.6244141
319,Renfrew,Canada,45.73005640038229,-77.27936979999998
320,Reno,Canada,49.20936039964063,-109.64165999999999
321,Restigouche,Canada,47.69368440000958,-67.013416
322,Richmond,Canada,45.650856600393155,-60.853368700000004
323,Rimouski-Neigette,Canada,48.27427349987152,-68.509585
324,Riverside,Canada,50.48129199934797,-108.2892248
325,Rivière-du-Loup,Canada,47.87527059996725,-69.3858355
326,Robert-Cliche,Canada,46.26174410030002,-70.8367487
327,Rocky View,Canada,51.36993469919058,-114.014186
328,Rosser,Canada,50.004442599451295,-97.40670359999999
329,Ross Haven (summer village),Canada,53.73446419914591,-114.4080112
330,Roussillon,Canada,45.34338810043184,-73.5900357
331,Rouville,Canada,45.423479900422294,-73.0378779
332,Rouyn-Noranda (ville),Canada,48.16430569989822,-78.88054939999999
333,Saddle Hills,Canada,55.863375099730874,-119.4557078
334,Saguenay (ville),Canada,48.38201209984518,-71.14733899999999
335,Sahtu,Canada,65.90892099785539,-124.6590568
336,Saint John,Canada,45.341174600432105,-65.7634472
337,Saskatoon (city),Canada,52.147190199105985,-106.6243417
338,Seba Beach (summer village),Canada,53.56464809912603,-114.7297662
339,Sept-Rivières,Canada,50.846728399276785,-66.4990194
340,Settler,Canada,52.2258237991008,-112.56920029999999
341,Sexsmith (town),Canada,55.3509910995355,-118.7807982
342,Shamrock,Canada,50.195305499408725,-106.63709829999999
343,Shawinigan (ville),Canada,46.72142040021671,-72.84282359999999
344,Shelburne,Canada,43.71012480053984,-65.3683422
345,Simcoe,Canada,44.50140070050812,-79.7038708
346,Skagway,Canada,59.6226362015084,-135.4094368
347,Smoky Lake,Canada,54.285772399238105,-112.24053109999998
348,Smoky Lake (town),Canada,54.11366409920476,-112.4714095
349,Smoky River,Canada,55.65432869964739,-117.188623
350,Souris Valley,Canada,49.13600209965872,-103.81567339999998
351,South Baptiste (summer village),Canada,54.7231917993415,-113.5661363
352,South Slave,Canada,61.31405790172735,-108.50503709999998
353,Special Area No. 2,Canada,51.10037879923243,-111.59689069999999
354,Special Area No. 3,Canada,51.41602029918402,-110.8017252
355,Special Area No. 4,Canada,51.95024629912185,-110.6519634
356,Spirit River,Canada,55.78111009969742,-118.6991071
357,Spirit River (town),Canada,55.78110869969742,-118.83842440000001
358,Spring Lake (village),Canada,53.519310499121396,-114.13850709999998
359,Squamish-Lillooet,Canada,50.48975489934622,-122.9860148
360,St. Albert (city),Canada,53.64253489913465,-113.6360883
361,Starland,Canada,51.69525159914821,-112.5709104
362,Stikine,Canada,59.525168901474295,-130.2085609
363,Stirling (village),Canada,49.501638399569345,-112.52811329999999
364,St. Marys (town),Canada,43.25708550054109,-81.1408629
365,Stonehenge,Canada,49.619784399541,-106.2140544
366,Stony Plain (town),Canada,53.53101309912256,-113.9998496
367,"Stormont, Dundas and Glengarry",Canada,45.13748320045454,-74.9327062
368,St. Paul,Canada,53.944620399176024,-111.2100163
369,Strathcona,Canada,53.57626779912726,-113.12553969999999
370,Strathcona,Canada,50.32150079938141,-125.40254880000002
371,Strathmore (town),Canada,51.050362599240835,-113.39686159999998
372,Sturgeon,Canada,53.842230199160596,-113.54065479999998
373,Sudbury,Canada,47.54553110004339,-81.8049982
374,Sunbury,Canada,45.928863900353406,-66.3920235
375,Sunset Beach (summer village),Canada,54.74232369934663,-113.53664529999999
376,Sunshine Coast,Canada,49.76507889950659,-123.76445009999998
377,Surprise Valley,Canada,49.09936719966776,-104.63095539999999
378,Sutton,Canada,49.917270699471196,-106.20154079999999
379,Swan Hills (town),Canada,54.714577299339204,-115.3991579
380,Swift Current,Canada,50.205595499406456,-107.85737739999999
381,Taber,Canada,49.889534299477596,-112.0488074
382,Témiscamingue,Canada,47.09045280014252,-78.59246999999999
383,Témiscouata,Canada,47.66753570001561,-68.7676588
384,Thérèse-De Blainville,Canada,45.722681700383326,-73.8475455
385,Thompson-Nicola,Canada,51.199246899216426,-120.1498095
386,Thorhild,Canada,54.250782399230985,-113.05706689999998
387,Three Hills (town),Canada,51.70241219914737,-113.268475
388,Thunder Bay,Canada,49.80966099949615,-88.48117909999999
389,Timiskaming,Canada,47.83863369997588,-80.2937137
390,Trois-Rivières (ville),Canada,46.37159180028108,-72.6005021
391,Two Hills,Canada,53.691979299140556,-111.5421091
392,Valleyview (town),Canada,55.074628299443646,-117.27980530000002
393,Val Marie,Canada,49.27149809962537,-107.8311333
394,Vaudreuil-Soulanges,Canada,45.37817980042774,-74.2292199
395,Vermilion River,Canada,53.422540699112425,-110.4850022
396,Vermilion (town),Canada,53.35542239910695,-110.8500787
397,Veteran (village),Canada,52.00129929911734,-111.1188029
398,Victoria,Canada,46.49061470025989,-60.55883939999998
399,Victoria,Canada,47.051512800150626,-67.32950009999999
400,Vulcan,Canada,50.455260199353305,-112.95264769999999
401,Wainwright,Canada,52.823685699084436,-110.6639823
402,Wainwright (town),Canada,52.840272499084605,-110.8514344
403,Warner,Canada,49.2612729996279,-112.15494019999998
404,Warner (village),Canada,49.28217809962276,-112.2082708
405,Waterloo,Canada,43.458642200542,-80.5194113
406,Waverley,Canada,49.28129689962296,-106.6396015
407,Webb,Canada,50.103877699428914,-108.2842183
408,Wellington,Canada,43.759012100538975,-80.4614994
409,Wembley (town),Canada,55.15740949947013,-119.14079239999998
410,West Baptiste (summer village),Canada,54.75675229935054,-113.5658821
411,Westlock,Canada,54.2700376992349,-113.8513211
412,Westlock (town),Canada,54.15620219921261,-113.8442804
413,Westmoreland,Canada,46.18062080031359,-64.69307169999999
414,Wetaskiwin,Canada,52.98057929908729,-113.8701825
415,Wheatland County,Canada,51.111124899230674,-112.92525799999999
416,Wheatlands,Canada,50.43667049935714,-106.22156649999998
417,Whiska Creek,Canada,49.93016339946824,-107.4231113
418,Whispering Hills (summer village),Canada,54.75988189935138,-113.5481706
419,Whitecourt (town),Canada,54.13678439920898,-115.6544084
420,White Valley,Canada,49.4426953995836,-108.93505259999999
421,Willow Creek,Canada,49.93583229946694,-113.770897
422,Windsor (city),Canada,42.28585360050562,-82.9780695
423,Winnipeg (city),Canada,49.8722878994816,-97.1491181
424,Wise Creek,Canada,49.652209799533246,-107.8386455
425,Wood Buffalo,Canada,57.65278250059526,-111.4667003
426,Woodlands,Canada,54.35584669925286,-115.22526750000002
427,Wood River,Canada,49.653828799532874,-106.6195757
428,Yarmouth,Canada,43.85534470053687,-65.9143055
429,Yellowhead County,Canada,53.49681319911918,-116.646261
430,Yellowstone (summer village),Canada,53.734040399145854,-114.37883389999999
431,York,Canada,46.08852620032855,-66.9308031
432,York,Canada,44.00075180053265,-79.43722169999998
433,Youngstown,Canada,51.52882319916872,-111.206428
